Name,Address
Star Market,"Star Market,Binəqədi ray.,8-ci MKR.,İ.Dadaşov küç.,71C 135saylı məktəbin yanı,177saylı bağça üzbə üz"""
MODENIS MMC Baş Ofis,"MODENIS MMC Baş Ofis,Nərimanov r-nu Ak. Həsən Əliyev pr. 139 C (2M)"
MODENIS MMC Baş Ofis,"MODENIS MMC Baş Ofis,Nərimanov r-nu Ak. Həsən Əliyev pr. 139 C (2M)"
Araz Market,"Araz Market,Nərimanov r-nu., Koroğlu Rəhimov küç., 22C, ABU arenaynan üzbəüz (2M siz)"
ASAN Xidmət - Heydər Əliyev pr. (1),"ASAN Xidmət - Heydər Əliyev pr. (1),Nərimanov r-nu Heydər Əliyev pr. Koroğludan şəhərə gedən yolda Piyada keçidinin yanı(2M)"
SOCAR TOWER-1,"SOCAR TOWER-1,Nərimanov r-nu Heydər Əliyev pr. 121, Socarın yeni çoxmərtəbəli inzibati binası (2M)"
SOCAR TOWER-1,"SOCAR TOWER-1,Nərimanov r-nu Heydər Əliyev pr. 121, Socarın yeni çoxmərtəbəli inzibati binası(2M)"
Metropark AVM,"Metropark AVM,Nərimanov r-nu Ağa Nemətulla küçəsi 126 (U-g)"
RAHAT Market - 32,"RAHAT Market - 32, Nərimanov r-nu Həsən Əliyev 47, köhnı TQDK ilə üzbə üz (U-g)"
ASAN Xidmət - Heydər Əliyev pr. (2),"ASAN Xidmət - Heydər Əliyev pr. (2),Nərimanov r-nu Heydər Əliyev pr. 5 saylı ASAN Xidmət, Koroğlu metrosundan şəhərə gedən yolda Piyada keçidinin yanı (U-g)"
Kosmos Market,"Kosmos Market,Nərimanov ray Ə.Əliyev 8, Kosmos restoranın arxasında , BT-nin yaxınlığında (U-g)"
Sevimli Dad,"Sevimli Dad, Nərimanov ray Ağa Neymatulla 68, Akkordun yaxınlğı (U-g)"
OBA Market-307,"OBA Market-307,Nərimanov r-nu.,Orucəliyev küç., Montin bazarına gedəndə Yunayted kredit bankın yanından içəri(U-g)"
Dolu Market,"Dolu Market,Nərimanov ray Ə.Əliyev 99, Körpüyə çatmamış sağda (U-g)"
"""MODENIS MMC Baş Ofis","""MODENIS MMC Baş Ofis,Nərimanov r-nu Ak. H.Əliyev pr.139 C (Çöl terminalı)"
Respublika Hərbi Prokurorluğu,"Respublika Hərbi Prokurorluğu,Nərimanov r-nu., Ceyhun Hacıbəyli 26(U-g)"
Araz Market,"Araz Market,Nərimanov ray.,Nazim Hacıyev küç.,23 Socar Qazma Tresti binası ilə übə üz binanın altı""(U-g)"
Everest Market 1,"Everest Market 1,Nərimanov r-nu Akademik Mirəli Qaşqay küçəsi, Kontental marketdən sağa (U-g)"
Metak Company,"Metak Company,Nərimanov ray Böyükşor şossesi 15, dalan 2, Sarbülbül restoranından sola gedən yol(U-g)"
Makromart 2,"Makromart 2,Nərimanov r-nu,Ağa Neymətulla 26A Nərimanov Məhkəməsi ilə üzbə üz(U-g)"
ABU Market,"ABU Market,Nərimanov ray Koroğlu Rəhimov küç 55, ABU arenanın altı (U-g)"
Bank VTB - Baş Ofis,"Bank VTB - Baş Ofis,Nəsimi r-nu Xətai pr. 38, Messenat Holdinq, 1-ci mərtəbə, Təhsil Nazirliyinin yanı (U-g)"
Yaşıl Bazar,"Yaşıl Bazar,Nərimanov ray Xətai PR 7, Şərq bazarının yanı 1-ci qapı(U)"
NBC Bank Mərkəz filialı,"NBC Bank Mərkəz filialı, Nərimanov r-nu Ş. Mustafayev 27/121, Araz Marketin yanı köhnə Saf Market (U-g)"
NBC Bank Baş Ofis,"NBC Bank Baş Ofis, Nərimanov r-nu Müzəffər Nərimanov 20/54, Ulduz metrosunun yaxınlığı. Çinar soyuducuları ilə üzbə üz (U-g)"
Sağlam Ailə Klinikası - 1,"Sağlam Ailə Klinikası - 1, Nərimanov r-nu Əhməd Rəcəbli keç 5 bina 10, Röyal Otelin yanınında (U-g)"
MorMart Market,"MorMart Market,Nərimanov ray M.Yusifbəyli PR ev 71 Kral Şadlıq evinin yanında (U-g)"
ARAZ Market - Nərimanov,"ARAZ Market - Nərimanov,Nərimanov r-nu 1104-cü məhəllə, 3 mərtəbəli ofis binası, Avestanın arxası, köhnə Lux Market (U-g)"
AZ Granata MMC/Satış,"AZ Granata MMC/Satış, Nərimanov r-nu Çermed körpüsündən Elitə gedən ara yol 2-ci priyezdən sonra solda, Azərsun anbarından sonra (U-g)"
Connect Diler,"Connect Diler,Nərimanov r-nu Mayakovski ev 4, Montin Bazarı, 26 no marşurutun sonuncu dayanacağı (U-g)"
Araz Market,"Araz Market, (Dost Market),Nərimanov r-nu Ağa Neymətulla küç 70A, Kitay restoranının yanı (U-g)"
Zeytun Market,"Zeytun Market,Nərimanov r-nu., Ceyhun Hacıbəyli 37A Afkom plazanın altı (U-g)"
Şaiq Market,"Şaiq Market,Nərimanov r-nu., A.M.Cümə küç., 18 köhnə Bakumartla üzbə üz (U-g)(SSD)"
Jasmin Market,"Jasmin Market,Nərimanov ray A.Molla Cümə küç 19B, Mustafa Tayatın yanından sağa Orxan Marketdən qabaqda sağda(U)"
SDN İş Mərkəzi,"SDN İş Mərkəzi,Nərimanov ray Ələskər Qayıbov küç. 10Q, Bakmil stanisiyasının yaxınlığı(U)"
Kontinental Market,"Kontinental Market, 2 Nərimanov r-nu F. X. Xoyski 104, ABU Petrolla üzbə üz (U-g)"
RAHAT Market 10,"RAHAT Market 10,Nərimanov r-nu Təbriz küç 88, Su Sonası şadlıq evinin aşağısı(U-g)"
Samir Market,"Samir Market,Nərimanov ray.,Faiq Yusifov küç.,31A Qədirxumdan sağa Araz marketdən sonra sola""(U-g)"
Çinar Market,"Çinar Market,Nərimanov ray Faiq Yusifov 43 mən 17, (U-g)"
ARAZ Market Bakıxanov,"ARAZ Market Bakıxanov,Nərimanov r-n, Ceyhun Hacıbəyli kuc., məhəllə 758-59 Dədə Qorqud parkının yaxınlığı(U-g)"
Zəka Kursları,"Zəka Kursları, (köhnə Araz kursu) Nərimanov r-nu F.X.Xoyski 147, Oscar hotelin yanı (U-g)(E-topaz-Q/aktiv)(SSD)"
Viking məişət avadanlıqları,"Viking məişət avadanlıqları,Nərimanov r-nu Ə.Əliyev 212 Bakı Modern məktəbinə yaxın (U)"
Hot Store Market,"Hot Store Market,Nərimanov r-nu,Nəcəf Nərimanov ev 5A,Kooperasiya İnistutunun arxası (U)"
Fresco Market -7,"Fresco Market -7,Nərimanov ray Koroğlu Rəhimov küç, ABU arena ilə üzbə üz(U)"
Elmar Market 12,"Elmar Market 12,Nərimanov r-nu Hidayətzadə küç. Köhnə Tisso Market (U)"
ƏMDK yanında DƏDRX,"ƏMDK yanında DƏDRX, Nərimanov şöbəsi 2,Nərimanov r-nu Əliyar Əliyev küçəsi 13,Ağa Nemətulladakı tuneldən sonra sola (U)"
Tərlan Market,"Tərlan Market,Nərimanov r-nu Ceyhun Hacıbəyli küç, Çapayrvdən 28 may gedən yolda sağda. Hərbi prokratura yolu(U)"
Çanaqqala Restoranı,"Çanaqqala Restoranı,Nərimanov r-nu Təbriz küç 35, Odlar Yurdu U.-dən aşağıda (U)"
FAVORİT Market,"FAVORİT Market,Nərimanov Rayonu S.Rəhman küç.Azaqlıqla İnqilabın kəsişməsi Rahat Marketlə üzbəüz"
Ailə Supermarket,"Ailə Supermarket, Nərimanov r-nu Hidayətzadə 237 A, Heydər Əliyev Mərkəzi ilə üzbə üz keçidin yanı (U)"
Atatürk Embawood Mebel Salonu,"Atatürk Embawood Mebel Salonu, Bakı çəh., Nərimanov ray., Atatürk pros. 37 (U)"
Bazarstore Gənclik Bakı,"Bazarstore Gənclik Bakı, Nərimanov rayonu, F.X. Xoyski prospekti, 830 (U)"
Atəşgah Sığorta Baş Ofis,"Atəşgah Sığorta Baş Ofis,Nərimanov r-nu Ceyhun Hacıbəyli küç. 218, Kral Şadlıq evinin yanı (U-g)"
ƏMDK yanında DƏDRX,"ƏMDK yanında DƏDRX, Nərimanov şöbəsi 1,Nərimanov r-nu Əliyar Əliyev küçəsi, 13 Ağa Nemətulladakı tuneldən sonra sola (U)"
Az. Kooperasiya Universiteti,"Az. Kooperasiya Universiteti,Nərimanov r-nu Nəcəf Nərimanov küç 8B Cıdır Düzünün yanı (U)(E-topaz-Q/aktiv)"
909 Market,"909 Market, Nərimanov r-nu Nəcəf Nərimanov küç ev 5c, Nəvai parkının yanı, Cavidan Mark-dən yuxarı sağda (U)"
ARAZ Market,"ARAZ Market,Nərimanov r-nu., Həsənoğlu küç., 9 köhnə Firuzə Supermarket (U-g)"
RAHAT Market 17,"RAHAT Market 17, (köhnə Makros Market)Nərimanov r-nu Azadlıq pr. Ev 116 Azadlıqla İnqlabın kəsşiməsində sağda (U)"
Neptun Supermarket,"Neptun Supermarket,Nərimanov r-n,9 Həsənoğlu küç. 4, H.Əliyev Mədəniyyət Mərkəzinin arxası ""N.Nərimanov"" metrosu yaxınlığında (U)"
Medi Style Klinikası,"Medi Style Klinikası,Nərimanov r-nu Ak. Həsən Əliyev 116, Modenis MMC-nin qarşısı"
Lor Hospital,"Lor Hospital, – Nərimanov r-nu Əhməd Rəcəbli 19 K"
ADA Universiteti,"ADA Universiteti,Nərimanov r-nu Əhmədbəy Ağaoğlu küç 11 Gənclik McDonaldsın arxasi (E-topaz-Q/aktiv)"
Valio Market Market,"Valio Market Market,Nərimanov r-nu Əli Əşrəf küç. Təhsil Nazirliyinə düşən yol, Məxməri rest. 200 metr aşağı"
Ömür Klinikası,"Ömür Klinikası,Nərimanov r-nu Əhməd Rəcəbli küç 1/14, İqtisad Un.dən Dərnəgülə gedən yolda"
ARAZ Market - Montin,"ARAZ Market - Montin,Nərimanov r/n 1936 cı məhəllə Aga Neymətulla"
OBA Market-166,"OBA Market-166, Nərimanov r-nu Fətəli Xan Xoyski 166, Azalea gül dükanın yanında"
Freenet Rouming Şirkəti,"Freenet Rouming Şirkəti, - Nərimanov r-nu Atatürk pr. 90 (Ayna Sultanovaya çatmamış sağda)"
ARAZ Market,"ARAZ Market,Nərimanov r-nu Həsən Əliyev pr. Yeni tunelin yanı köhnə Ruzi market"
7 N-li Market,"7 N-li Market,Nərimanov ray., Hacı Məmmədov küç., ev 12, Nərimanov Polis idarəsi ilə üzbə üz"
Bazarstore Baş Ofis,"Bazarstore Baş Ofis,Nərimanov ray Əliyar Əliyev 108, Çermet körpüsünün yanı"
Bəyaz Market,"Bəyaz Market,Nəsimi ray Xətai PR 40 Təhsil Nazirliyinin yanı Günaydın restoranı ilə üzbə üz"
Xəzər Market,"Xəzər Market,Nərimanov ray Ağa Nemətulla 1950, saatlı binanın arxasında"
Ərzaq Mağazası,"Ərzaq Mağazası,""Nərimanov r-nu Təbriz küç, Çapayevdə Şuşa məktəbi İdarəetmə Texnikomunun sonunda məhlə içi"
Odlar Yurdu Universteti,"Odlar Yurdu Universteti,Nərimanov ray Koroğlu Rəhimov küç 13, Turizm Universtetinin yanı, ABU Arenanın yanı"
BLBS Dil Kursları,"BLBS Dil Kursları,""Nərimanov r-nu Koroğlu Rəhimov 3 A Dillər Universitetinin 2-ci korpusunun arxasında (E-topaz-Q/aktiv)"
E-N Market,"E-N Market,""Nərimanov r-nu Şahin Mustafayev 27 m 276 Montin bazarını keçib 40 metr sağa məhlə"
Dərnəgül TM,"Dərnəgül TM,Nərimanov Ziya Bünyadov Pr 1965 məhəllə (s)"
Səbət Market - 5,"Səbət Market - 5,""Nərimanov r-nu Təbriz 93 Nərimanov metro, McDonaldsın yanı"
RAHAT Market 4,"RAHAT Market 4,""Nərimanov r-nu Faiq Yusifov 51 A Pekin Restoranının yanı"
RAHAT Market 3,"RAHAT Market 3,Nərimanov r-nu Təbriz küç 106A Metro Park AVM"
Nərimanov QİS,"Nərimanov QİS,Nərimanov r- nu Əşrəf Əlizadə küç. Dəmir Bankın arxası"
Sevimli Dad Market,"Sevimli Dad Market,Nərimanov ray.,Ağa Neymətulla küç.,Mamed dönər evinin yanı"
Mədinə 24Saat Market,"Mədinə 24Saat Market,Nərimanov ray Əliyar Əliyev küç 161, Bakı Modern məktəbi ilə üzbə üz məhəllədə"
"""Tədarük və Logistika Qrupu""","""Tədarük və Logistika Qrupu"",Nərimanov ray, Ziya Bünyadov pr. Beta-nın yanı"
Amin Market,"Amin Market,Nərimanov ray A.Nemətulla 80, Mona Liza şadlıq evinin yanında 5mərtəbə binanın altı"
Yaxın Market,"Yaxın Market,Nərimanov ray Ə.Əliyev küç Azinko binalarının içində BİG Store marketin arxasında"
Qədimxan Market,"Qədimxan Market, Nərimanov r-nu, Arif Hacıyev küç 350"
İstək Liseyi,"İstək Liseyi, Nərimanov r-nu, Fətəlixan Xoyski küç.109 (E-topaz-Q/aktiv)"
Ərzaq Mağazası,"Ərzaq Mağazası,Nərimanov r-nu, Habil Mirzəyev 72 A Pekin restoranı ilə üzbə üz"
Makromart 5,"Makromart 5 ,""Nərimanov r-nu, Ziya Bunyadov 48/54 Ayna Sultanova körpüsün yanı"""
Al Market-1,"Al Market-1,Nərimanov r-nu., E.Orucəliyev küç., 11A 1952-ci məhəllə, Uşaq Stomotoloji klinikasının arxası"
Al Market-2,"Al Market-2,Nərimanov r-nu., Faiq Yusifov küç., Pekin restoranın arxası"
Sara Market,"Sara Market, Nərimanov r-nu Ə.Əliyev küç 19, Daxili Qoşunların Qospitalının yanı"
Modern Group,"Modern Group,Nərimanov r-nu, Əhməd Rəcəbli 19 A.(Çöl terminalı)"
"""Çinar Supermarket""","""Çinar Supermarket"", Nərimanov r-nu,Həsən Əliyev 55, Erto mebelin yanı"
Dərələyəz Market,"Dərələyəz Market,Nərimanov ray.İ.Hidayətzadə küç 7 a Psixoloji dispanserlə üzbəüz 26 nomrəli marşrutun sonu"
Sunfood MMC,"Sunfood MMC,Nərimanov ray Ziya Bünyadov PR 2084 məhəllə, Dərnəgüldə Qızlar YDM-dən sonra sağa solda"
Arzu Market,"Arzu Market,Nərimanov ray Böyükşor qəsəbəsi"
Keçid-Ağa Nemətulla-2,"Keçid-Ağa Nemətulla-2,Nərimanov,Heydər Əliyev pr. (Ağa Nemətullah küçəsi ilə kəsişmədə) yerləşən yeraltı keçid"
Keçid-Ağa Nemətulla-1,"Keçid-Ağa Nemətulla-1,Nərimanov,Heydər Əliyev pr. (Ağa Nemətullah küçəsi ilə kəsişmədə) yerləşən yeraltı keçid"
Təmiz Qaz MMC - Nərimanov r-nu.,"Təmiz Qaz MMC - Nərimanov r-nu., Ak.Həsən Əliyev küç., 139(SSD"
GROSS Market-5,"GROSS Market-5,Nərimanov r-nu Qədirbəyov küç 53, Günaydın restoranına çatmamış sağda (SSD)"
Santral Dizayn Qalereyası,"Santral Dizayn Qalereyası,Böyükşor şossesi Dərnəgül yolu, Nərimanov r-nu, Baku Steel Company yaxınlığında (s)"
Ərzaq Mağazası,"Ərzaq Mağazası,Nərimanov r-nu F.X.Xoyski küç 8A, Ruslan kafesiylə üzbə üz, dayanacağın arxası, Dadlı kafe(s)"
Totu Market,"Totu Market,Nərimanov ray. A.Molla Cümə küç ev 56 1969 məh ARİVA otellə üzbəüz məhəllədə(s)"
Star Store,"Star Store,Nərimanov r-nu Aşıq Molla Cümə küç.28 Ofisin arxa tərəfi(s)"
Ərzaq Mağazası,"Ərzaq Mağazası,Nərimanov r-nu F.Xoyski 118 Telasemiya mərkəzinin arxasında (s)"
Qoç Ət,"Qoç Ət,Nərimanov ray Təbriz küç Royal petrolla üzbə üz Əbu Bəkir məscidinin arxasında"
Nərimanov Sukanal Departamenti,"Nərimanov Sukanal Departamenti, Nərimanov rn, Əhməd Rəcəbli küç. 2-ci paralel"
"""İqtisad Universiteti"" 2-ci Korpus","""İqtisad Universiteti"" 2-ci Korpus, Nərimanov r-nu.(E-topaz-Q/aktiv)"
Məhəllə Market Nərimanov rn,"Məhəllə Market Nərimanov rn, Böyükşor, Daşkarxana ev 27"
"""Oksigen Klinikası""","""Oksigen Klinikası"",Nərimanov r-nu, 19-29 cu məhəllə"
Bank VTB Gənclik filialı,"Bank VTB Gənclik filialı , Nərimanov ray, Atatürk prospekti 2"
Alfa Market,"Alfa Market,Nərimanov r-nu., Ə.Orucəliyev küç., 7 Oba Marketin yanı"
Məhəllə Market,"Məhəllə Market, Nərimanov r-nu., Y.V.Çəmənzəminli küç., 123A. Mona Liza restoranı Amin marketin arxasında"
Ərzaq Mağazası,"Ərzaq Mağazası,Nərimanov r-nu Ziya Bünyadov küç ev 28A, Karl Marksda Azpetrolla üzbə üz 5 mərtəbənin arxasında"
Orxan Market,"Orxan Market,Nərimanov ray A.M.Cümə küç 15A, Gənclikdən Nərimanova gələndə Mustafa Tayatın yanından sağa qabaqda"
"""Rabitə Bank""","""Rabitə Bank"", Nərimanov filialı"
Kompleks Qazma İşləri Trest,"Kompleks Qazma İşləri Trest,Nərimanov ray Ağa Nemətulla 105, parkın arxası"
Makromart 6,"Makromart 6,""Nərimanov r-nu, Ülvi Bünyadzadə 17 Tural ş/e nin yanında. BES-lə üzbə üz"
Osmanlı Sofrası Restoranı,"Osmanlı Sofrası Restoranı,Nərimanov r-nu Əhməd Rəcəbli küç. UniBankdan 100 metr məsafədə."
AG-İT və Rabitə idarəsi. Nərimanov r-nu,"AG-İT və Rabitə idarəsi. Nərimanov r-nu,H.Əliyev pros"
Connect MMC,"Connect MMC,Nərimanov ray Ələsgər Qayıbov küç 1222 məhəllə"
Rabitə Bank,"Rabitə Bank, """" Sahil filialı Nərimanov r-nu, metronun yanı"
IT,IT
Baku Clinic,"Baku Clinic,Nərimanov r-nu Ak. Həsən Əliyev pr. 101, İnqlabla Atatürk pr-in kəsişməsi"
MODENIS MMC Baş Ofis.Nərimanov r-nu (B/A),MODENIS MMC Baş Ofis.Nərimanov r-nu (B/A)
Modern Hospital,"Modern Hospital,Nizami r-nu Babək pr 79, Körpü Ticarət Mərkəzindən sağa (2M)"
ARAZ Market,"ARAZ Market,Nizami ray Elşən Süleymanov küç Universal supermarketlə üzbəüz köhnə Naxçıvan Market(U-g)"
Bazarstore -8 km,"Bazarstore -8 km,Nizami r-nu., Elşad Süleymanov küç., 121 8-ci km Bazarı, Nazlı Şadlıq sarayının yaxınlığı (U-g)"
Susadım Market,"Susadım Market,Nizami ray R.Rüstəmov ev 56 A, İcra Hakimiyyətin arxasında (U-g)"
BakuMart-2,"BakuMart-2,Nizami ray Qara Qarayev PR39, PRAQA restoranın altı (U-g)"
Orbita Market,"Orbita Market, Nizami ray Q.Qarayev PR ev 39/47 Orbita Mebelin arxası (U-g)"
Nağıl Market,"Nağıl Market,Nizami ray E.Süleymanov küç 114 A, Samsung servislə üzbə üz (U-g)"
Bazarstore Qarayev-2,"Bazarstore Qarayev-2,Nizami ray Tofiq Abbasov küç 38, Panda Kids mağazasının arxası(U-g)"
ARAZ Market - Q.Qarayev,"ARAZ Market - Q.Qarayev,Nizami r-nu Q.Qarayev ev 7A Ruslan 93 üzbəüz(U-g)"
Nissan Servis,"Nissan Servis,Xətai r-nu Babək pr. 31 məhəllə 2199 (U-g)"
Merkuri BOKT Nizami filialı,"Merkuri BOKT Nizami filialı,Nizami r-nu Qara Qarayev pr. 32, Araz Marketin arxası (U-g)"
Metro Market,"Metro Market,Nizami ray Q.Qarayev pr 116, X.Dostluğu metrosunun çıxışı Unibankın yanında(U-g)"
ARMO Store - 8-ci KM,"ARMO Store - 8-ci KM,Nizami r-nu C.Naxçıvanski küç.50 (U-g)"
Xəzər Tv Baş ofis,"Xəzər Tv Baş ofis, Xətai ray.Nobel prs S.Əhmədov küçəsi 2239 Nobel prospektindən Nzs-ə dönən yolda sağda (U-g)"
Rahat Market – 13,"Rahat Market – 13,Nizami r-nu Rüstəm Rüstəmov küç. 24/25 məhəllə,Start Olimpiklə üzbə üz.(U-g)"
Bursa Market,"Bursa Market,Nizami r-nu R.Rüstəmov 12, Bahar şadlıq sarayının yanı (U-g)"
Azərsun Baş Ofis,"Azərsun Baş Ofis,Nizami ray H.Əliyev PR, Şəfa stadionun yanı (U-g)"
İBO Market,"İBO Market,Nizami r-nu Sabir küç 11 Keşlə 38 n-li marşurutun sonu (U-g)"
Market,"Market,Nizami r-nu R.Rüstəmov ev 8, Xəzər Universiteti ilə üzbə üz məhlədən sağda (U-g)"
Favorit Market,"Favorit Market,Nizami r-nu M.Abbasov 4c Planet şadlıq evinin altında(U-g)"
XXI Əsr Market,"XXI Əsr Market,Nizami r-nu E.Süleymanov 49, Nazlı Şadlıq sarayının arxası (U-g)"
RAHAT Market - Neftçilər 2,"RAHAT Market - Neftçilər 2,Nizami r-nu Qara Qarayev küç ev 74, Neftçilər metrosunun çıxışı Miss Bahar tərəf (U-g)"
Bizim Məhəllə market,"Bizim Məhəllə market,Nizami r-nu Kamil Balakişiyev küçəsi 16, Q. Qarayev metro-nun Neftçilər tərəfə çıxışından sağa aşağı birinci sağa (U-g)"
A-KOND Şirkəti,"A-KOND Şirkəti,Nizami r-nu Babək prospekti 38a, Fiat servisdən sonra sağda (U-g)"
Namiq Market,"Namiq Market,Nizami r-nu Nəsimi küç ev 2, Çobanzadə Taxes şadlıq evindən sağa (U-g)"
Murad Market,"Murad Market,Nizami r-nu Pəhlivan Fərzəliyev 26 C, Şəfa stadionun arxası (U-g)"
24 Saat Market,"24 Saat Market,Nizami r-nu Naxçıvanski 27 Diqlasla übə üz parkın yanı 26 n-li Polikilinkanın qurtaracağı (U-g)"
Socar Petroleum Baş Ofis,"Socar Petroleum Baş Ofis,Nizami r-nu Babək pr. 2269 məhəllə Bina 1, Audi Bakı mərkəzinin arxası (U-g)"
Rəmzi Market,"Rəmzi Market, Nizami r-nu Babək pr. 31A, Nissan servis - Dədmin servisinə yaxın (U-g)"
Məhəllə Market Nizami r-nu R.M.Şərifli küç,"Məhəllə Market Nizami r-nu R.M.Şərifli küç, Q.Qarayev ATS düz. İnci ş. Evindən sağa soldakı binanın həyəti (U-g)"
Sevimli Market,"Sevimli Market,Nizami ray., Özbəkistan küç. 61A. Ayla şadlıq sarayından sonra sağda. (U)"
Ailə Market 4,"Ailə Market 4,Nizami r-nu Qara Qarayev pr. Neftçilər metrosunun çıxışı(U-g)"
Laçın Ticarət Mərkəzi-2ci mərtəbə,"Laçın Ticarət Mərkəzi-2ci mərtəbə,Nizami ray Qara Qarayev pr, 8ci km Bazarı yanı(U)"
ARAZ Market,"ARAZ Market,Nizami r-nu Tofiq Abbasov küç. 38 Köhnə İmperial (U)"
M+5 Market,"M+5 Market,Nizami ray Bəhruz Nuriyev küç 42, 2383-cü məhəllə Laçın TM-dən yuxarı işıqfordan sağa solda(Köhnə Hipermarket) (U-g)"
ARAZ Market,"ARAZ Market,Nizami r-nu., Əliağa Kürçaylı küç., 5B ATS-in arxası köhnə VİP market (U-g)"
Bazarstore Qarayev-1,"Bazarstore Qarayev-1,Nizami ray Tofiq Abbasov küç 38, Panda Kids mağazasının arxası (U-g)"
Bank VTB Neftçilər filialı,"Bank VTB Neftçilər filialı , Nizami ray., Qara Qaarayev prospekti 53 U"
Elvin Market,"Elvin Market,Nizami ray Naxçıvanski 55 8 km bazarının yanı Sunay TM mərkəzinə çatmamış 5 mərtəbənin altı (U-g)"
GM-Baku Cadillac Avto Servis,"GM-Baku Cadillac Avto Servis, Nizami r-nu Babək pr. 36A, Venera Şadlıq sarayı ilə üzbə üz (U)"
Rəsul Market,"Rəsul Market,Xətai r-nu NZS qəsəbəsi Mingəçevir küç 42A (U)"
Astoriya Fitnes Klub,"Astoriya Fitnes Klub,Nizami r-nu,Babək pr 76 Maşın bazarının yanı (U)"
ƏMDK yanında DƏDRX,"ƏMDK yanında DƏDRX, Nizami rayon şöbəsi,Nizami r-nu Qara Qarayev pr (U)"
ARAZ MARKET-UPD,"ARAZ MARKET-UPD, Xətai r-nu UPD qəs Rəşid Bağırov 25 Ümid Marketlə üzbə üz, köhnə Planet Market(U)"
ARAZ Market,"ARAZ Market,Nizami ray., Qara Qarayev pr., 93 L, Laçın TM yanından yuxarı Urfa restoranın arxası(U-g)"
LAÇIN Ticarət Mərkəzi,"LAÇIN Ticarət Mərkəzi,Nizami ray Qara Qarayev pr, Ticarət Mərkəzinin arxa girişi(U)"
Babək Embawood Xətai,"Babək Embawood Xətai,,Bakı şəh.,Xətai ray.,İ.Həbibov küç.,52 saylı mağazanın qarşısı (U)"
Təbriz Market,"Təbriz Market,Nizami r-nu Bəhruz Nuriyev küç. 55/57, Laçın Univermağından yuxarı solda(U)"
Neftçilər Embawood Mebel Salonu Bakı şəh.,"Neftçilər Embawood Mebel Salonu Bakı şəh., Nizami r-nu, Q.Qarayev pros. 39/47 (Neftcilər met.).(U)"
ARAZ Market-1,"ARAZ Market-1,Nizami r-nu Qara Qarayev pr. 25 köhnə Çinarə Market (U)"
M+5 Market,"M+5 Market,Nizami ray, Qara Qarayev küç 2561-ci məhəllə, İcra Hakimiyyətinin yanı, 24-çü Polis bölməsinin yanı(U)"
Real Plus Market 2 Xətai r-nu NZS qəsəbəsi,"Real Plus Market 2 Xətai r-nu NZS qəsəbəsi, 1-ci Real Plusdan sonra (U)"
Ulduz Market,"Ulduz Market, Xətai r-nu NZS qəs ev 2284 Ramin Nur Şadlıq evinin yanında NZS dörd yolunun yanında (U)"
Məkan Market,"Məkan Market,Nizami r-nu., R.Rüstəmov küç., 14, Xəzər Universiteti ilə üzbə üz"
Sizin Market,"Sizin Market,Xətai r-nu Babək pr. Maşın bazarını keç.sağ yol işıqfordan sağda (Çöl terminalı)"
Qasid Market,"Qasid Market,Nizami r-nu Qara Qarayev pr. 69, İcra Hakimiyyətinin yanı, 9 mərtəbənin altında"
OBA Market-175,"OBA Market-175,Xətai r-nu Araz Novruzov küç. 22/71 NZS, Araz Marketin arxası"
ARAZ Market - Neftciler,"ARAZ Market - Neftciler,Nizami rayonu Şərifli kucəsi 25"
